pl_name,hostname,pl_letter,disc_year,discoverymethod,disc_facility,disc_locale,ra,dec,glon,glat,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_bmasse,pl_bmassprov,pl_radj,pl_rade,pl_dens,pl_eqt,pl_insol,pl_trandep,pl_trandur,pl_rvamp,st_teff,st_rad,st_mass,st_met,st_logg,st_lum,st_age,st_dens,st_vsin,st_spectype,sy_snum,sy_pnum,sy_dist,sy_vmag,sy_kmag,sy_gaiamag,tran_flag,rv_flag,ttv_flag,ima_flag,pl_controv_flag
Kepler-966 b,Kepler-966,b,2016,Transit,Kepler,Space,297.2705760,50.1218365,83.52260,11.99998,99.74762200000,0.3907000000,0.000000,89.32000,0.05020000,16.00000000,M-R relationship,0.36845392,4.13000000,1.250000,391.00,10.9720,0.12870000,6.7440000,,5840.00,1.020000,1.020000,0.0400,4.430000,0.23291,4.0700,0.650130,,,1,1,1027.80000000,14.7310000,12.7450000,14.4435000,1,0,1,0,0
EPIC 220492298 b,EPIC 220492298,b,2021,Transit,K2,Space,16.7615005,6.5887980,129.88845,-56.07199,0.76240600000,,,92.60000,0.00295000,0.93700000,M-R relationship,0.08832204,0.99000000,5.310000,,,,,,5620.00,0.890000,0.950000,0.2800,4.500000,-0.00880,,0.970925,,,1,1,624.51200000,13.9910000,12.1680000,13.7756000,1,0,0,0,0
HATS-28 b,HATS-28,b,2016,Transit,HATSouth,Ground,284.3997616,-49.1385126,347.45078,-21.13143,3.18107810000,0.0413100000,0.202000,86.17000,0.67200000,213.58176000,Mass,1.19400000,13.38354600,0.480000,1253.00,,2.11924633,2.3544000,97.00000,5498.00,0.922000,0.929000,0.0100,4.476000,-0.15739,6.2000,1.670000,2.6000,G,1,1,535.38300000,13.9810000,12.0860000,13.7929000,1,1,0,0,0
HATS-29 b,HATS-29,b,2016,Transit,HATSouth,Ground,285.0965172,-54.8933408,341.61040,-23.14200,4.60587490000,0.0547500000,0.158000,87.37000,0.65300000,207.54299000,Mass,1.25100000,14.02245900,0.411000,1212.00,356.0000,1.37930349,3.2112000,78.40000,5670.00,1.073000,1.032000,0.1600,4.389000,0.02938,5.5000,1.170000,2.3500,G,1,1,353.89100000,12.6200000,10.8770000,12.4594000,1,1,0,0,0
Kepler-1517 b,Kepler-1517,b,2016,Transit,Kepler,Space,287.8072115,43.1888008,74.21590,14.83951,5.54608366500,0.0780000000,0.000000,83.88000,0.21600000,68.70000000,M-R relationship,0.87072888,9.76000000,0.406000,2336.00,1526.9830,0.21493000,2.3929000,,7010.00,1.950000,1.580000,0.0100,4.060000,0.87873,1.3800,0.319822,,,1,1,847.29900000,12.2280000,11.3030000,12.1739000,1,0,0,0,0
WASP-54 b,WASP-54,b,2012,Transit,SuperWASP,Ground,205.4542456,-0.1281712,328.93571,60.17515,3.69364000000,0.0498800000,0.070000,84.97000,0.59000000,187.51970000,Mass,1.58000000,17.71022000,0.167000,1759.00,1639.1072,0.86000000,4.4661850,73.00000,6100.00,1.760000,1.080000,-0.2700,4.000000,0.57477,6.9000,0.280000,4.0000,F9,2,1,251.30300000,10.4130000,9.0350000,10.2441000,1,1,0,0,0
HD 63935 b,HD 63935,b,2021,Transit,Transiting Exoplanet Survey Satellite (TESS),Space,117.9246417,9.3852412,211.23645,17.61294,9.05880700000,0.0830000000,0.000000,88.49000,0.03303669,10.50000000,Mass,0.26012646,2.91575244,2.320000,825.22,115.6000,0.08750000,3.7026559,3.37000,5513.00,0.959800,0.940600,0.1070,4.445000,-0.11464,6.6000,1.486300,,,1,2,48.97390000,8.5800000,6.8810000,8.3935300,1,1,0,0,0
WASP-149 b,WASP-149,b,2025,Transit,SuperWASP,Ground,124.0736810,-8.6865813,230.82474,14.44711,1.33281300000,0.0240000000,0.000000,83.02000,0.99100000,314.96795134,Mass,1.36000000,15.24421375,0.490000,1855.00,1966.0000,1.68340000,2.0496174,175.25000,5750.00,1.080000,1.050000,0.0000,4.400000,0.04343,0.6000,1.180000,,,1,1,211.73000000,11.6870000,9.8250000,11.2622000,1,1,0,0,0
K2-403 b,K2-403,b,2022,Transit,K2,Space,164.1893864,9.6739464,240.30179,57.82145,33.58997900000,,,,0.07750000,24.60000000,M-R relationship,0.47577921,5.33300000,0.891000,949.00,134.8830,0.33520000,6.3850000,,5511.00,0.886000,0.784000,-0.1620,4.439000,-0.17121,,1.759773,,G4,1,1,246.59900000,12.3050000,10.5810000,12.1520000,1,0,0,0,0
Kepler-260 c,Kepler-260,c,2014,Transit,Kepler,Space,291.9259658,38.0140525,70.78812,9.80681,76.05017800000,0.3320000000,0.000000,89.99000,0.01160000,3.68000000,M-R relationship,0.15500000,1.74000000,3.840000,372.00,6.7750,0.03884000,6.8260000,,5250.00,0.862000,1.013000,0.2900,4.494000,-0.09198,1.1500,1.290000,,,1,2,627.36500000,14.2530000,12.4940000,14.1176000,1,0,0,0,0
Kepler-140 c,Kepler-140,c,2014,Transit,Kepler,Space,287.3694056,46.7681473,77.51619,16.51644,91.35328200000,0.4140000000,0.000000,89.99000,0.01230000,3.89000000,M-R relationship,0.16100000,1.80000000,3.670000,428.00,9.9570,0.02093000,7.9190000,,6077.00,1.288000,1.044000,-0.0390,4.272000,0.25061,0.8800,0.650000,,,1,2,583.85900000,13.0180000,11.7090000,12.9412000,1,0,0,0,0
HATS-15 b,HATS-15,b,2016,Transit,HATSouth,Ground,311.0920041,-19.4375266,26.56133,-33.28171,1.74748753000,0.0271200000,0.126000,87.13000,2.17000000,689.69110000,Mass,1.10500000,12.38594500,1.970000,1505.00,2201.3363,1.67797987,2.2696800,399.00000,5311.00,0.922000,0.871000,0.0000,4.449000,-0.20412,11.0000,1.570000,4.1800,G9 V,1,1,1139.55000000,14.9090000,12.7240000,14.6473000,1,1,0,0,0
HATS-16 b,HATS-16,b,2016,Transit,HATSouth,Ground,358.5588439,-30.0130385,16.62766,-77.12348,2.68650200000,0.0374400000,0.000000,83.53000,3.27000000,1039.30410000,Mass,1.30000000,14.57170000,1.860000,1592.00,994.8106,1.22504190,2.6208000,485.00000,5738.00,1.238000,0.970000,-0.1000,4.239000,0.17319,9.5000,0.720000,6.1700,G3 V,1,1,757.04400000,13.9570000,12.2800000,13.6864000,1,1,0,0,0
TOI-2128 b,TOI-2128,b,2024,Transit,Transiting Exoplanet Survey Satellite (TESS),Space,256.9817998,32.1053027,54.70574,34.84643,16.34136000000,0.1270000000,0.000000,,0.01415858,4.50000000,Mass,0.18634597,2.08874836,2.680000,780.53,86.2315,0.03720971,4.6981114,1.10000,5968.00,1.117400,1.025100,-0.0700,4.349000,0.15625,4.7000,1.023100,,,1,1,36.57800000,7.2214200,5.8210000,7.0664200,1,1,0,0,0
Kepler-14 b,Kepler-14,b,2011,Transit,Kepler,Space,287.7088140,47.3330500,78.15286,16.51686,6.79012300000,0.0771000000,0.035000,90.00000,8.40000000,2669.66000000,Mass,1.13600000,12.73300000,7.100000,1605.00,1029.5100,0.22523000,6.2184000,682.90000,6395.00,2.048000,1.512000,0.1200,3.994000,0.79900,2.2000,0.291610,7.9000,,2,1,798.00000000,12.0030000,10.9880000,,1,1,0,0,0
K2-24 c,K2-24,c,2016,Transit,K2,Space,242.5734559,-24.9906029,349.99931,19.20525,42.33910000000,0.2470000000,0.070000,89.76000,0.04845358,15.40000000,Mass,0.66910518,7.50000000,0.200000,542.00,20.0000,0.43720000,6.4980000,4.40000,5625.00,1.160000,1.070000,0.3400,4.290000,0.15836,5.1000,0.890000,2.0000,G9 V,1,2,170.56200000,11.2750000,9.1800000,10.9072000,1,1,1,0,0
WASP-129 b,WASP-129,b,2016,Transit,SuperWASP-South,Ground,176.2990518,-42.0639575,289.98899,19.13693,5.74814500000,0.0628000000,0.096000,87.70000,1.00000000,317.83000000,Mass,0.93000000,10.42437000,1.600000,1100.00,345.7201,1.22594473,2.6856000,110.00000,5900.00,0.900000,1.000000,0.1500,4.530000,0.11182,1.0000,1.940000,2.7000,G1,2,1,301.46200000,12.1790000,10.4120000,11.8127000,1,1,0,0,0
WASP-124 b,WASP-124,b,2016,Transit,SuperWASP-South,Ground,332.7143373,-30.7497189,17.25690,-54.86633,3.37265000000,0.0449000000,0.017000,86.30000,0.60000000,190.69800000,Mass,1.24000000,13.89916000,0.430000,1400.00,748.0000,1.71636042,2.5704000,77.00000,6050.00,1.020000,1.070000,-0.0200,4.440000,0.14934,2.1000,1.390000,3.2000,F9,1,1,448.63700000,12.7240000,11.3100000,12.5754000,1,1,0,0,0
HATS-23 b,HATS-23,b,2017,Transit,HATSouth,Ground,286.3667500,-50.0673496,346.88498,-22.61865,2.16051560000,0.0339700000,0.114000,81.02000,1.47000000,467.21010000,Mass,1.86000000,20.84874000,0.290000,1654.00,,1.93579930,1.8048000,212.30000,5780.00,1.199000,1.121000,0.2800,4.328000,0.15534,4.2000,0.910000,4.6200,G V,1,1,639.00400000,13.8400000,12.2620000,13.7520000,1,1,0,0,0
Kepler-941 b,Kepler-941,b,2016,Transit,Kepler,Space,294.3262617,47.2175461,79.96930,12.38563,17.42395198000,0.1311000000,0.000000,85.65000,0.03050000,9.69000000,M-R relationship,0.27477920,3.08000000,1.820000,722.00,47.0320,0.07709000,4.8730000,,5539.00,0.860000,0.890000,-0.1500,4.530000,-0.20576,4.0700,0.113600,,,1,1,1088.36000000,15.8030000,13.8640000,15.5723000,1,0,0,0,0
Kepler-85 c,Kepler-85,c,2012,Transit,Kepler,Space,290.9734395,45.2902761,77.15239,13.63209,12.51000000000,0.1036300000,0.027000,88.14000,0.00676466,2.15000000,Mass,0.17646564,1.97800000,1.527272,706.00,61.9290,0.04410000,4.5720000,,5505.20,0.875000,0.928000,0.1200,4.510000,-0.21230,1.3800,1.945560,,,1,4,765.02500000,14.8900000,13.0830000,14.7660000,1,0,1,0,0
Kepler-734 b,Kepler-734,b,2016,Transit,Kepler,Space,297.0456122,46.0273893,79.78237,10.17880,6.10485285600,0.0583000000,0.000000,89.78000,0.03900000,12.40000000,M-R relationship,0.31760193,3.56000000,1.510000,784.00,89.2500,0.20903000,4.6760000,,5326.00,0.780000,0.850000,-0.1700,4.590000,0.37395,2.3400,0.572090,,,1,1,1157.21000000,14.4690000,12.6680000,14.4119000,1,0,0,0,0
GJ 2030 b,GJ 2030,b,2022,Radial Velocity,Multiple Observatories,Ground,50.8237604,-7.7950429,191.80875,-49.20245,2.38129000000,0.0340000000,0.239000,,0.01500000,4.76742611,Msini,0.18100000,2.03000000,3.130000,,,,,2.36300,5485.00,2.241040,0.960000,-0.4000,3.719440,0.61230,,0.120251,,,1,2,37.07880000,6.2090200,4.4170000,6.0208800,0,1,0,0,0
NGTS-1 b,NGTS-1,b,2017,Transit,Next-Generation Transit Survey (NGTS),Ground,82.7142134,-36.6309812,241.19241,-31.20101,2.64729800000,0.0326000000,0.016000,85.27000,0.81200000,258.07796000,Mass,1.33000000,14.90797000,0.420000,790.00,65.3000,2.13678825,1.2300000,166.00000,3916.00,0.573000,0.617000,0.0000,4.710000,-1.15326,,4.400000,1.0000,M0.5,1,1,218.12100000,15.6670000,11.9360000,14.8661000,1,1,0,0,0
K2-157 d,K2-157,d,2025,Radial Velocity,Paranal Observatory,Ground,183.7514959,-5.7820178,286.60409,55.93047,66.50000000000,0.3090000000,0.500000,,0.07320000,23.30000000,Msini,0.46100000,5.16000000,0.932000,429.10,6.4600,,,3.96000,5334.00,0.860000,0.890000,0.0200,4.450000,-0.21020,8.8000,1.679258,3.0000,G9 V,1,3,298.37300000,12.9420000,10.9800000,12.6419000,0,1,0,0,0
Kepler-599 b,Kepler-599,b,2016,Transit,Kepler,Space,285.9115968,41.0695091,71.62551,15.29828,15.65562652000,0.1128000000,0.000000,89.42000,0.02660000,8.45000000,M-R relationship,0.25336783,2.84000000,2.030000,623.00,24.4670,0.09559000,4.1075000,,5127.00,0.790000,0.830000,-0.0200,4.570000,-0.52232,5.0100,2.061100,,,1,1,558.51700000,15.0670000,12.9720000,14.9483000,1,0,0,0,0
HATS-52 b,HATS-52,b,2017,Transit,HATSouth,Ground,140.0875894,-31.2692116,258.64602,12.91685,1.36665436000,0.0249800000,0.246000,84.70000,2.24000000,711.93920000,Mass,1.38200000,15.49083800,1.060000,1834.00,1310.2200,2.10700000,2.0904000,380.00000,6010.00,1.046000,1.111000,-0.2843,4.445000,0.06819,1.2000,1.370000,4.5900,,1,1,555.13400000,13.8440000,12.1140000,13.6269000,1,1,0,0,0
HATS-53 b,HATS-53,b,2017,Transit,HATSouth,Ground,176.6283230,-33.8600764,287.81848,27.09909,3.85377680000,0.0475300000,0.330000,88.78000,0.59500000,189.10885000,Mass,1.34000000,15.02006000,0.303000,1312.00,471.6100,1.86500000,3.5064000,79.00000,5644.00,1.101000,0.964000,,4.340000,0.04532,9.0000,1.027000,2.5000,,1,1,585.77000000,13.9440000,12.0460000,13.6564000,1,1,0,0,0
WASP-139 b,WASP-139,b,2016,Transit,SuperWASP-South,Ground,49.5621730,-41.3020235,247.79386,-56.82539,5.92426200000,0.0620000000,0.000000,88.90000,0.11700000,37.18611000,Mass,0.80000000,8.96720000,0.310000,910.00,120.7076,1.07000000,2.8320000,14.00000,5310.00,0.800000,0.920000,0.2000,4.590000,-0.34535,0.5000,2.500000,4.2000,K0,2,1,212.47200000,12.4560000,10.4720000,12.2715000,1,1,0,0,0
WASP-142 b,WASP-142,b,2016,Transit,SuperWASP-South,Ground,140.5063164,-23.9461020,253.32733,18.16388,2.05286800000,0.0347000000,0.000000,80.20000,0.84000000,266.97720000,Mass,1.53000000,17.14977000,0.310000,2000.00,3140.9238,0.91600000,2.6808000,109.00000,6010.00,1.640000,1.330000,0.2600,4.130000,0.51325,2.0000,0.420000,3.1000,F8,1,1,730.93300000,12.8710000,11.4420000,12.7568000,1,1,0,0,0
Kepler-1203 b,Kepler-1203,b,2016,Transit,Kepler,Space,292.7734523,44.1780880,76.69173,11.99808,0.58800076500,0.0114000000,0.000000,83.78000,0.00377000,1.20000000,M-R relationship,0.09456687,1.06000000,5.540000,1188.00,723.8060,0.02974000,1.1627000,,4105.00,0.610000,0.640000,0.0100,4.670000,-0.85362,3.4700,2.815040,,,1,1,317.02200000,15.3850000,12.0590000,14.9147000,1,0,0,0,0
HD 219134 c,HD 219134,c,2015,Radial Velocity,Roque de los Muchachos Observatory,Ground,348.3372026,57.1696255,109.90724,-3.20073,6.76458000000,0.0653000000,0.062000,87.28000,0.01371803,4.36000000,Mass,0.13480239,1.51100000,6.950000,782.00,62.1000,0.03180000,1.6600000,1.69700,4699.00,0.778000,0.810000,0.1100,4.567000,-0.57741,11.0000,2.438000,0.4000,K3 V,1,6,6.53127000,5.5691100,3.2610000,5.2402000,1,1,0,0,0
HD 219134 f,HD 219134,f,2015,Radial Velocity,Multiple Observatories,Ground,348.3372026,57.1696255,109.90724,-3.20073,22.71700000000,0.1463000000,0.148000,,0.02296825,7.30000000,Mass,0.11687037,1.31000000,,522.60,12.3800,,,1.92000,4699.00,0.778000,0.810000,0.1100,4.567000,-0.57741,11.0000,2.438000,0.4000,K3 V,1,6,6.53127000,5.5691100,3.2610000,5.2402000,0,1,0,0,1
Kepler-1720 b,Kepler-1720,b,2021,Transit,Kepler,Space,296.8086813,47.1718557,80.72527,10.86939,12.70639992000,0.1043000000,0.000000,88.29000,0.03280000,10.40000000,M-R relationship,0.28689968,3.21585295,1.720000,697.00,55.8600,0.08717000,2.3950000,,5573.00,0.839000,0.939000,-0.0400,4.562000,-0.33619,0.5000,2.216240,1.3000,,1,1,629.44500000,14.8220000,12.8910000,14.6634000,1,0,1,0,0
HD 4732 c,HD 4732,c,2012,Radial Velocity,Multiple Observatories,Ground,12.3085089,-24.1369079,113.38302,-86.96771,3184.20000000000,4.7250000000,0.187000,,3.36500000,1069.49258955,Msini,1.17000000,13.10000000,2.610000,,,,,38.03000,4898.00,5.030000,1.390000,-0.0100,3.170000,1.11826,1.4700,,1.4500,K0 IV,2,2,54.78410000,5.9000000,3.6910000,5.6509000,0,1,0,0,0
Kepler-549 b,Kepler-549,b,2016,Transit,Kepler,Space,283.0228527,47.2611431,76.89558,19.46173,42.94956490000,0.2323600000,0.000000,89.99000,0.03460970,11.00000000,Mass,0.22928004,2.57000000,1.900000,487.00,9.5490,0.09591000,5.3469000,,5360.00,0.840000,0.880000,-0.0300,4.540000,-0.30618,4.5700,1.620000,5.0000,,1,3,635.14500000,14.8050000,12.8260000,14.6226000,1,0,0,0,0
HAT-P-67 b,HAT-P-67,b,2017,Transit,HATNet,Ground,256.6107279,44.7768849,70.15807,36.91147,4.81010250000,0.0650500000,0.000000,88.80000,0.34000000,108.06220000,Mass,2.08500000,23.37076500,0.052000,1903.00,2029.1700,0.69650000,6.9888000,36.00000,6406.00,2.546000,1.642000,-0.0800,3.854000,0.93852,1.2400,0.098090,35.8000,,2,1,371.68600000,10.1060000,8.9000000,9.9749600,1,1,0,0,0
Kepler-19 c,Kepler-19,c,2011,Transit Timing Variations,Kepler,Space,290.4209694,37.8516556,70.10235,10.79684,28.73100000000,0.1765736996,0.210000,,0.04121700,13.10000000,Mass,0.32800000,3.68000000,1.440000,,,,,3.71461,5544.00,0.859000,0.936000,-0.0800,4.510000,-0.16056,1.9000,1.330000,2.0000,,1,3,218.56200000,12.0350000,10.3180000,11.8763000,0,1,0,0,0
Kepler-1727 b,Kepler-1727,b,2021,Transit,Kepler,Space,290.3336142,38.7282722,70.87455,11.24254,9.02929973600,0.0796000000,0.000000,89.94000,0.03210000,10.20000000,M-R relationship,0.28309588,3.17321625,1.750000,757.00,77.7500,0.10198000,3.1323000,,5349.00,0.820000,0.824000,-0.1200,4.526000,-0.25065,9.7000,2.666130,,,1,1,894.18700000,15.7510000,13.4290000,15.3759000,1,0,0,0,0
ITG 15 b,ITG 15 A,b,2024,Imaging,European Space Agency (ESA) Gaia Satellite,Space,69.9370379,26.0312128,173.81805,-13.56380,,435.0000000000,,,21.00000000,6674.39654700,Mass,1.08000000,12.10000000,20.700000,2601.00,,,,,,,,,,,,,,,2,1,136.37000000,,8.9500000,14.9979000,0,0,0,1,0
Kepler-531 b,Kepler-531,b,2016,Transit,Kepler,Space,286.5246582,48.6835481,79.15824,17.75311,29.88485741000,0.1744600000,0.000000,89.06000,0.02560000,8.15000000,M-R relationship,0.24801499,2.78000000,2.080000,453.00,10.0070,0.12757000,4.5608000,,4893.00,0.750000,0.780000,-0.0300,4.580000,-0.55216,7.7600,1.960000,,,1,1,252.76200000,13.5660000,11.1770000,13.2923000,1,0,1,0,0
Kepler-1182 b,Kepler-1182,b,2016,Transit,Kepler,Space,296.3079895,43.8213706,77.56359,9.57788,11.17394617000,0.0981000000,0.000000,89.94000,0.02010000,6.39000000,M-R relationship,0.21500580,2.41000000,2.510000,796.00,197.8820,0.03248000,3.4210000,,5924.00,1.050000,1.040000,0.0100,4.410000,0.25605,3.3900,2.737050,,,1,1,1545.39000000,15.7420000,13.6700000,15.3453000,1,0,0,0,0
KELT-19 A b,KELT-19 A,b,2017,Transit,KELT,Ground,111.5095293,7.6157759,210.01238,11.13398,4.61170930000,0.0637000000,,85.41000,4.07000000,1293.56810000,Mass,1.91000000,21.40919000,0.744000,1935.00,2340.0000,1.14800000,4.3944000,352.00000,7500.00,1.830000,1.620000,-0.1200,4.127000,0.97772,,0.376000,84.8000,A8 V,2,1,300.27600000,9.8570000,9.1960000,9.8633100,1,1,1,0,0
KELT-21 b,KELT-21,b,2018,Transit,KELT-North,Ground,304.8000322,32.5810446,71.48138,-1.98650,3.61276470000,0.0522400000,0.000000,86.46000,3.91000000,1242.71530000,Mass,1.58600000,17.77747400,1.240000,2051.00,2950.0000,0.99000000,4.1054400,399.60000,7598.00,1.638000,1.458000,-0.4050,4.173000,0.90472,1.6000,0.468000,146.0300,A8 V,1,1,470.87800000,10.4840000,10.0900000,10.5415000,1,0,0,0,0
HD 37124 b,HD 37124,b,2002,Radial Velocity,W. M. Keck Observatory,Ground,84.2599947,20.7289784,185.96381,-5.97486,154.37800000000,0.5336400000,0.054000,,0.67500000,214.53525000,Msini,1.25000000,14.00000000,0.430000,,,,,28.50000,5698.64,0.949168,0.850000,-0.4400,4.391203,-0.11224,4.0000,1.713122,1.2000,G4 V,1,3,31.66340000,7.6800000,5.9520000,7.4723800,0,1,0,0,0
Kepler-513 b,Kepler-513,b,2016,Transit,Kepler,Space,285.0416235,50.0753913,80.17765,19.14384,28.86235584000,0.1779000000,0.000000,88.35000,0.01720000,5.48000000,M-R relationship,0.19627085,2.20000000,2.830000,623.00,36.5270,0.04492000,5.2042000,,5849.00,1.060000,1.020000,-0.0100,4.390000,0.07874,5.5000,0.720000,,,1,1,468.25800000,13.0190000,11.4690000,12.8822000,1,0,0,0,0
HD 330075 b,HD 330075,b,2004,Radial Velocity,La Silla Observatory,Ground,237.4054997,-49.9639199,329.80573,3.37645,3.38773000000,0.0400000000,0.000000,,0.48000000,152.55840000,Msini,1.27000000,14.30000000,0.287000,990.00,,,,107.00000,5000.00,0.840000,0.470000,0.0500,4.260000,-0.33000,6.2000,2.016813,0.7000,K1,1,1,45.29890000,9.3600000,7.1710000,9.0915900,0,1,0,0,0
Kepler-1329 b,Kepler-1329,b,2016,Transit,Kepler,Space,281.6476437,48.2709523,77.59939,20.66047,9.33646594000,0.0747000000,0.000000,86.38000,0.01680000,5.35000000,M-R relationship,0.19359443,2.17000000,2.880000,577.00,26.6450,0.08854000,2.2637000,,4500.00,0.690000,0.720000,0.0200,4.620000,-0.77081,5.6200,4.940860,8.7000,,1,1,588.03700000,15.9580000,13.4350000,15.8498000,1,0,0,0,0
K2-61 b,K2-61,b,2016,Transit,K2,Space,339.6748444,-13.5600447,49.89609,-56.20059,2.57336000000,0.0392000000,,85.99632,0.01370000,4.35000000,M-R relationship,0.17129122,1.92000000,3.380000,1325.00,730.0000,0.03640000,2.3300000,,5748.00,0.995000,0.970000,0.0300,4.380000,-0.01524,,1.432637,1.6000,,1,1,405.73200000,13.1730000,11.3850000,12.8575000,1,0,0,0,0
Kepler-825 c,Kepler-825,c,2016,Transit,Kepler,Space,294.7698250,39.3984081,73.07163,8.48096,8.18182460000,0.0759000000,0.000000,88.11000,0.01270000,4.04000000,M-R relationship,0.16415380,1.84000000,3.560000,981.00,261.6280,0.02996000,2.4596000,,5976.00,1.080000,1.030000,-0.0800,4.390000,0.11956,3.5500,1.632870,,,1,2,807.85000000,14.2960000,12.6700000,14.1453000,1,0,0,0,0
Kepler-382 b,Kepler-382,b,2014,Transit,Kepler,Space,299.1362435,45.8699582,80.36831,8.83576,5.26215500000,0.0550000000,0.000000,85.48000,0.00724000,2.30000000,M-R relationship,0.11800000,1.32000000,5.500000,1166.00,381.4650,0.01945000,3.2290000,,5600.00,0.945000,1.002000,0.0820,4.401000,0.14553,7.0800,0.740000,,,1,2,935.44600000,14.9070000,12.8900000,14.6662000,1,0,0,0,0
K2-165 c,K2-165,c,2018,Transit,K2,Space,184.9004881,0.9683270,285.33397,62.74727,4.38274500000,,,87.05435,0.00955000,3.03000000,M-R relationship,0.13864665,1.55409035,4.440000,,,,,,5185.00,0.803827,0.834847,-0.0500,4.460000,-0.36982,,2.082412,,,1,3,134.59100000,11.3320000,9.5360000,11.3272000,1,0,0,0,0
WASP-138 b,WASP-138,b,2016,Transit,SuperWASP,Ground,41.6391598,-0.4641252,173.74660,-51.60268,3.63443300000,0.0494000000,,88.50000,1.22000000,387.75260000,Mass,1.09000000,12.21781000,1.200000,1590.00,1133.7300,0.68300000,3.7728000,,6272.00,1.360000,1.220000,-0.0900,4.250000,0.43503,3.4400,0.687000,7.7000,,1,1,414.23400000,11.7960000,10.4940000,11.6873000,1,1,0,0,0
XO-6 b,XO-6,b,2016,Transit,XO,Ground,94.7929552,73.8275672,140.47052,23.77558,3.76500070000,0.0815000000,0.000000,86.00000,4.40000000,1398.45200000,Mass,2.07000000,23.20263000,0.620000,1577.00,580.3860,1.47350000,2.9000000,450.00000,6720.00,1.930000,1.470000,-0.0700,4.040000,0.53614,1.8800,1.000000,48.0000,F5,1,1,235.47900000,10.2470000,9.2460000,10.1910000,1,1,0,0,0
Qatar-3 b,Qatar-3,b,2017,Transit,Qatar,Ground,359.1519716,36.2129562,110.71755,-25.35493,2.50792040000,0.0378300000,0.000000,86.80000,4.31000000,1369.84730000,Mass,1.09600000,12.28506400,4.000000,1681.00,1330.0000,0.78900000,3.1104000,587.00000,6007.00,1.272000,1.145000,-0.0410,4.286000,0.27875,0.3100,0.780000,10.2000,G0 V,1,1,735.60100000,12.9290000,11.2190000,12.8203000,1,1,0,0,0
Kepler-19 d,Kepler-19,d,2017,Radial Velocity,Roque de los Muchachos Observatory,Ground,290.4209694,37.8516556,70.10235,10.79684,62.95000000000,,0.050000,,0.07079256,22.50000000,Mass,0.45100000,5.06000000,0.954000,,,,,,5544.00,0.859000,0.936000,-0.0800,4.510000,-0.16056,1.9000,1.330000,2.0000,,1,3,218.56200000,12.0350000,10.3180000,11.8763000,0,1,0,0,0
Kepler-1191 b,Kepler-1191,b,2016,Transit,Kepler,Space,291.6577923,48.0092619,79.89817,14.34968,5.60014851000,0.0587000000,0.000000,89.84000,0.00909000,2.89000000,M-R relationship,0.13471318,1.51000000,4.610000,952.00,167.1840,0.03292000,2.8018000,,5308.00,0.810000,0.850000,-0.0800,4.560000,-0.22611,4.5700,2.263070,,,1,1,955.53600000,15.3190000,13.5260000,15.3125000,1,0,0,0,0
Kepler-1891 b,Kepler-1891,b,2021,Transit,Kepler,Space,290.0438524,44.3705375,76.00835,13.84545,4.02229023000,0.0473000000,0.000000,88.30000,0.00921000,2.93000000,M-R relationship,0.13572970,1.52139156,4.570000,1017.00,253.2800,0.02344000,0.8605000,,5516.00,0.827000,0.873000,-0.1400,4.544000,-0.23134,3.7000,18.269950,,,1,1,596.24000000,14.4120000,12.5380000,14.2754000,1,0,0,0,0
WASP-53 b,WASP-53,b,2017,Transit,Multiple Facilities,Ground,31.9091639,-20.6618430,196.64026,-71.44770,3.30984430000,0.0410100000,0.030000,87.08000,2.13200000,677.61356000,Mass,1.07400000,12.03846600,2.280000,1053.00,241.6656,1.91588322,2.2676536,326.10000,4953.00,0.798000,0.839000,0.2200,4.553000,-0.46344,,2.323000,0.8600,,1,2,201.33800000,12.5910000,10.3900000,12.3473000,1,1,0,0,0
WASP-53 c,WASP-53,c,2017,Radial Velocity,Multiple Facilities,Ground,31.9091639,-20.6618430,196.64026,-71.44770,2840.00000000000,3.7300000000,0.836900,,16.35000000,5196.52050000,Msini,,,,,,,,475.60000,4953.00,0.798000,0.839000,0.2200,4.553000,-0.46344,,2.323000,0.8600,,1,2,201.33800000,12.5910000,10.3900000,12.3473000,0,1,0,0,0
K2-198 b,K2-198,b,2018,Transit,K2,Space,198.8436817,-6.4649888,313.58290,55.91096,17.04286830000,,,88.90400,0.05140000,16.30000000,M-R relationship,0.37371755,4.18900000,1.220000,715.80,,0.27370000,2.9592000,,5212.90,0.757000,0.799000,0.0940,4.596200,-0.40084,,2.596364,,,1,3,110.56700000,10.9710000,9.2280000,10.9955000,1,0,0,0,0
Kepler-1456 b,Kepler-1456,b,2016,Transit,Kepler,Space,286.9453381,43.8228023,74.56571,15.66341,18.13738290000,0.1132000000,0.000000,86.12000,0.00489000,1.55000000,M-R relationship,0.10170399,1.14000000,5.750000,433.00,8.2340,0.03827000,3.5500000,,4231.00,0.620000,0.640000,-0.0900,4.670000,-0.95700,3.7200,3.309000,,,1,1,370.31200000,15.7770000,12.6810000,15.4450000,1,0,0,0,0
